employerName,jobUrl,employerProfileId,applications,employerId,jobId,employerProfileName,jobTitle,maximumSalary,expirationDate,date,minimumSalary,currency,jobDescription,locationName
Eryri National Park Authority,https://www.reed.co.uk/jobs/information-systems-support-technician/54615826,,0,609050,54615826,,Information Systems Support Technician,31067.0,31/03/2025,10/03/2025,28163.0,GBP,"Technegydd Cymorth Systemau Gwybodaeth Penrhyndeudraeth, Gwynedd Amdanom Ni Mae Awdurdod Parc Cenedlaethol Eryri (ENPA) yn gwarchod harddwch naturiol, bywyd gwyllt a threftadaeth ddiwylliannol Parc Cenedlaethol Eryri. Yn ymestyn dros 823 milltir sgwâr, mae’r parc yn gartref i fynydd uchaf Cymru, llyn naturiol mwyaf Cymru, a thros 26,000 o bobl. Rydym nawr yn chwilio am Dechnegydd Cefnogi Systemau Gwybodaeth i ymuno â ni yn llawn amser, parhaol, ... ",LL486LF
Ad Warrior,https://www.reed.co.uk/jobs/ffermio-bro-project-officer/54539351,,3,636519,54539351,,FFermio Bro Project Officer,37938.0,26/03/2025,26/02/2025,35235.0,GBP,"FFermio Bro Project Officer Location : Brecon Salary: 35,235 - 37,938 per annum Job Type: Fixed Term Contract until 31st March 2028 The Role Like similar roles in Wales’s other Designated Landscapes, the Ffermio Bro Project Officer will administer and coordinate the projects, engagement and advice, ensuring that farmers and other landowners can access the right funding, supporting them through the application process and monitoring delivery of a... ",Brecon
